Borough Name,Job Type,Permit Type,Job-Permit,Job Number,BIN Number,Permit Filing Status (Raw),Permit Sequence Number Max Flag,Permit Filing Status,Permit Sub Type,Site License Class,Site Safety Manager Last Name,Site License Class,Permit Superintendent License Type,Permit Superintendent Last Name,Count Permits,Chute,Fence,Supported Scaffold,Sidewalk Shed,Sidewalk Shed/Linear Feet,Other Equipment Flag,EQ Other Description,Construction Material,Boiler Flag,Fire Alarm  Flag,Fuel Burning Flag,Fuel Storage Flag,Fire Suppression Flag,Mechanical Flag,Plumbing Flag,Standpipe Flag,Sprinkler Flag,Construction Equipment Flag,General Construction Flag,Other Flag,Curb Cut Flag,Antennae Flag,Landscape Flag,Builders Pvmt Plan Flag,Fire Protection Plan Flag,Marquee Flag,OT Description,Enlargement Flag (Yes/No),Facade Alteration,D_DATE,Estimated Job Cost
Manhattan,A2,EW,3. A2,121225922,1015540,I,Y,Initial Permit,OT,MM,MOHAMED,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/5/2017,260575
Manhattan,A2,EQ,3. A2,121240683,1080699,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,6/5/2017,68500
Manhattan,A2,EW,3. A2,121240683,1080699,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,6/5/2017,68500
Brooklyn,A2,EW,3. A2,321587813,3155407,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE REPAIR,No,Y,6/5/2017,148000
Manhattan,A2,EW,3. A2,121276494,1043968,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/6/2017,68723
Manhattan,A2,EW,3. A2,140652559,1079768,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/6/2017,250000
Manhattan,A2,EW,3. A2,121226468,1082547,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/6/2017,200000
Bronx,A2,EW,3. A2,240183458,2005759,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/6/2017,20000
Brooklyn,A3,AL,4. A3,321579975,3076115,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,STRUCTURAL,No,Y,6/6/2017,30000
Brooklyn,A2,EW,3. A2,321545342,3338417,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/6/2017,10000
Manhattan,A2,EW,3. A2,121226878,1033312,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/7/2017,485000
Manhattan,A2,EW,3. A2,121226878,1033312,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/7/2017,485000
Manhattan,A2,EW,3. A2,121275761,1063343,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/7/2017,80000
Manhattan,A3,AL,4. A3,140652997,1079195,I,N,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/7/2017,20000
Manhattan,A3,AL,4. A3,140652997,1079195,R,Y,Renewed,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/7/2017,20000
Brooklyn,A2,EQ,3. A2,321581178,3066410,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,6/7/2017,29500
Brooklyn,A2,EW,3. A2,321581178,3066410,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,6/7/2017,29500
Brooklyn,A2,EW,3. A2,321581034,3075187,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/7/2017,266000
Queens,A2,EQ,3. A2,421514070,4262532,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/7/2017,101032
Queens,A2,PL,3. A2,421514070,4262532,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/7/2017,101032
Queens,A2,EW,3. A2,421514070,4262532,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/7/2017,101032
Queens,A2,EW,3. A2,421514070,4262532,I,Y,Initial Permit,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/7/2017,101032
Manhattan,A2,EW,3. A2,121230596,1030835,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/8/2017,94325
Manhattan,A2,EW,3. A2,121276298,1035445,I,Y,Initial Permit,OT,MM,QUICK,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/8/2017,67000
Manhattan,A2,EW,3. A2,121292528,1049915,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/8/2017,15000
Brooklyn,A2,EW,3. A2,321582015,3001936,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/8/2017,79781
Queens,A2,EW,3. A2,421490951,4231784,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,, BRICK VENEER,No,Y,6/8/2017,18360
Queens,A2,EQ,3. A2,421490951,4231784,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,, BRICK VENEER,No,Y,6/8/2017,18360
Manhattan,A2,EW,3. A2,121230505,1012896,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/12/2017,62700
Manhattan,A2,EW,3. A2,121230621,1034050,I,Y,Initial Permit,OT,MM,RIGG,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/12/2017,42500
Manhattan,A2,EW,3. A2,123103738,1046858,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/12/2017,52110
Manhattan,A2,EW,3. A2,123101552,1048658,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/12/2017,52540
Manhattan,A2,EW,3. A2,123101552,1048658,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/12/2017,52540
Manhattan,A2,EW,3. A2,123103104,1087767,I,Y,Initial Permit,OT,MM,BROWN,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/12/2017,1171470
Brooklyn,A2,EW,3. A2,321582881,3398578,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/12/2017,61000
Queens,A2,EW,3. A2,421490595,4054096,I,Y,Initial Permit,OT,MM,MACHADO,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,6/12/2017,120000
Manhattan,A2,EW,3. A2,140655930,1013604,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/13/2017,218250
Manhattan,A2,EW,3. A2,121231318,1041667,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/13/2017,1110000
Manhattan,A2,PL,3. A2,121231318,1041667,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/13/2017,1110000
Manhattan,A2,EW,3. A2,121231318,1041667,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/13/2017,1110000
Manhattan,A2,EW,3. A2,121242583,1015409,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/14/2017,144925
Brooklyn,A3,AL,4. A3,321604448,3055571,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/14/2017,19000
Brooklyn,A3,AL,4. A3,321604457,3070356,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/14/2017,19000
Manhattan,A2,EW,3. A2,140652210,1043991,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,103280
Manhattan,A2,EW,3. A2,121233619,1087081,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,7550
Brooklyn,A2,EQ,3. A2,321605376,3023891,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD FENCE,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,75775
Brooklyn,A2,EW,3. A2,321605376,3023891,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD FENCE,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,75775
Brooklyn,A2,EQ,3. A2,321603902,3024512,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,6/15/2017,35000
Brooklyn,A2,EW,3. A2,321603902,3024512,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,6/15/2017,35000
Brooklyn,A2,EQ,3. A2,321605624,3091098,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,150140
Brooklyn,A2,PL,3. A2,321605624,3091098,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,150140
Brooklyn,A2,EW,3. A2,321605624,3091098,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,150140
Brooklyn,A2,EW,3. A2,321605624,3091098,I,Y,Initial Permit,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,150140
Brooklyn,A3,AL,4. A3,321603886,3190610,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,X,,,,,,,No,Y,6/15/2017,0
Brooklyn,A2,EW,3. A2,321605642,3246399,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,258995
Brooklyn,A2,EW,3. A2,321605642,3246399,I,Y,Initial Permit,MH,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,258995
Brooklyn,A2,EQ,3. A2,321605642,3246399,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/15/2017,258995
Manhattan,A2,EW,3. A2,121291173,1010653,I,Y,Initial Permit,OT,MM,MCDONOUGH,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,299620
Manhattan,A2,EW,3. A2,123076704,1015898,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,32550
Manhattan,A2,EW,3. A2,123076704,1015898,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,32550
Manhattan,A2,EW,3. A2,140651328,1020165,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/16/2017,71500
Manhattan,A2,EW,3. A2,140651328,1020165,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/16/2017,71500
Brooklyn,A2,EW,3. A2,340503235,3035244,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,140000
Brooklyn,A2,EW,3. A2,340503146,3124705,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,140000
Queens,A2,EW,3. A2,440406730,4001141,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,140000
Queens,A2,EW,3. A2,440405508,4004702,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,140000
Queens,A2,EW,3. A2,440405777,4030805,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,135000
Queens,A2,EW,3. A2,440406927,4034860,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,335000
Queens,A2,EW,3. A2,440406918,4034861,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,351000
Queens,A1,AL,2. A1,421518058,4110736,I,Y,Initial Permit,,,,,SU,CASTOLDI,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,6/16/2017,150000
Queens,A2,EW,3. A2,440408079,4112263,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,594000
Queens,A2,EW,3. A2,440405759,4114712,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/16/2017,135000
Brooklyn,A2,EW,3. A2,340501969,3126837,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/17/2017,71000
Manhattan,A2,EW,3. A2,123298190,1006823,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/19/2017,12500
Manhattan,A2,EW,3. A2,123298163,1010542,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/19/2017,55300
Manhattan,A2,EW,3. A2,123298485,1039641,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/19/2017,99525
Manhattan,A2,EW,3. A2,123298564,1043160,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/19/2017,296500
Manhattan,A2,EW,3. A2,123095293,1055694,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/19/2017,24650
Manhattan,A2,EW,3. A2,123298788,1090188,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,ARCH,No,Y,6/19/2017,150000
Bronx,A2,EW,3. A2,220602220,2013279,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,ARCH,No,Y,6/19/2017,1708900
Queens,A2,EQ,3. A2,421519431,4077915,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,GEN.CON/STR,No,Y,6/19/2017,153000
Queens,A2,EW,3. A2,421519431,4077915,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,GEN.CON/STR,No,Y,6/19/2017,153000
Queens,A2,EW,3. A2,421519752,4434659,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/19/2017,150000
Manhattan,A2,EW,3. A2,123102622,1015274,I,Y,Initial Permit,OT,MM,PHILIPPE,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/20/2017,749311
Manhattan,A2,EW,3. A2,123095275,1024918,R,Y,Renewed,OT,MM,PANKOVIC,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/20/2017,386000
Manhattan,A2,EW,3. A2,123095275,1024918,I,N,Initial Permit,OT,MM,PANKOVIC,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/20/2017,386000
Manhattan,A2,EW,3. A2,140657607,1047171,I,Y,Initial Permit,OT,MM,MENOTTI,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/20/2017,175050
Bronx,A2,EW,3. A2,220515244,2094224,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/20/2017,842097
Brooklyn,A2,EW,3. A2,321608060,3195478,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/20/2017,19000
Brooklyn,A2,EQ,3. A2,321608060,3195478,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/20/2017,19000
Brooklyn,A2,EW,3. A2,321608006,3336335,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,STRUCTURAL,No,Y,6/20/2017,35000
Queens,A2,PL,3. A2,421412741,4125057,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,6/20/2017,88000
Queens,A2,EQ,3. A2,421412741,4125057,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,6/20/2017,88000
Queens,A2,EW,3. A2,421412741,4125057,I,Y,Initial Permit,OT,,,,SU,LIN,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,6/20/2017,88000
Manhattan,A3,EQ,4. A3,123045178,1008904,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,,,,,,,,,,No,Y,6/21/2017,0
Manhattan,A2,EW,3. A2,123045187,1008904,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/21/2017,65000
Manhattan,A2,EW,3. A2,121229447,1014444,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,120000
Manhattan,A2,EW,3. A2,122930613,1032674,I,Y,Initial Permit,OT,MM,MASONE,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,121625
Manhattan,A2,EW,3. A2,123102720,1045901,I,Y,Initial Permit,OT,MM,PANKOVIC,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,54800
Manhattan,A2,EW,3. A2,123099164,1064442,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,13432
Manhattan,A2,EW,3. A2,123099770,1085393,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,180000
Manhattan,A2,EW,3. A2,121229054,1085395,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,175000
Bronx,A1,AL,2. A1,220602809,2010196,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,6/21/2017,146950
Brooklyn,A3,AL,4. A3,321608042,3051695,I,N,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/21/2017,15500
Brooklyn,A3,AL,4. A3,321608042,3051695,R,Y,eRenewed,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/21/2017,15500
Queens,A2,EW,3. A2,421462973,4432086,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,12500
Queens,A2,EW,3. A2,421462964,4432089,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,11750
Queens,A2,EW,3. A2,421520679,4833588,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/21/2017,36500
Manhattan,A2,EW,3. A2,123099912,1000831,I,Y,Initial Permit,OT,MM,FERNANDEZ,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/22/2017,27000
Manhattan,A2,EW,3. A2,123294309,1001924,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/22/2017,48000
Manhattan,A2,EW,3. A2,123082323,1033306,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/22/2017,108375
Manhattan,A2,EW,3. A2,123294693,1076200,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/22/2017,55000
Bronx,A2,EW,3. A2,220599430,2015566,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/22/2017,27630
Manhattan,A2,EW,3. A2,121241441,1012860,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/23/2017,4050000
Manhattan,A2,EW,3. A2,123045551,1047642,I,Y,Initial Permit,OT,MM,QUICK,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/23/2017,790220
Queens,A1,AL,2. A1,421399481,4173121,I,Y,Initial Permit,,,,,SU,SAHI,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,6/23/2017,500000
Manhattan,A2,EW,3. A2,140655413,1003009,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/26/2017,60000
Manhattan,A2,EW,3. A2,140655413,1003009,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/26/2017,60000
Manhattan,A2,EW,3. A2,140650980,1019544,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/26/2017,40750
Brooklyn,A2,EW,3. A2,321612723,3335917,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/26/2017,80000
Manhattan,A2,EW,3. A2,123295585,1007051,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/27/2017,42400
Manhattan,A2,EW,3. A2,123295594,1007052,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/27/2017,84000
Manhattan,A2,EW,3. A2,123297468,1059892,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/27/2017,115000
Brooklyn,A2,EW,3. A2,321584317,3001942,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/27/2017,327230
Brooklyn,A2,EW,3. A2,321613170,3421591,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/27/2017,1651040
Brooklyn,A2,EQ,3. A2,321613170,3421591,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/27/2017,1651040
Queens,A2,EW,3. A2,440412448,4052425,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/27/2017,100220
Queens,A2,EW,3. A2,440412439,4052426,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/27/2017,247550
Manhattan,A2,EW,3. A2,123296673,1001894,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/28/2017,6000
Manhattan,A2,EW,3. A2,123309552,1004065,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/28/2017,94400
Manhattan,A2,EW,3. A2,123309419,1044096,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,6/28/2017,20000
Manhattan,A2,EW,3. A2,123309400,1044818,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/28/2017,23800
Manhattan,A2,EW,3. A2,123309543,1076783,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,6/28/2017,154400
